Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_physical_violence,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_sexual_violence,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_travel_water,0.62,10,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_verbal_harrasment,0.31,5,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_kidnap,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_physical_violence,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_threatened_with_violence,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_sexual_harrasment,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_verbal_harrasment,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_kidnap,0.06,1,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_physical_violence,0.06,1,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_night_due_to_physical_violence,0,0,refugee,,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_sexual_harrasment,0.06,1,refugee,,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/the_medium_isnt_accessible,0.22,2,refugee,,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_spoke_to_me_about_hs,0.22,2,refugee,,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_in_my_hh_or_community_aware,0.11,1,refugee,,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_feel_able_to_ask,0,0,refugee,,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_know_who_to_ask,0.22,2,refugee,,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/prefer_not_ro_say,0.33,3,refugee,,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/other,0,0,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/written_materials,0.04,2,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/word_of_mouth_in_community,0.86,43,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_promotion_worker,0.22,11,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/local_government,0.34,17,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_facility,0,0,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/wash_committee,0,0,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/ngo,0,0,refugee,,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/other,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/physically_difficult_to_reach_water_source,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/physical_disabilities_cannot_access_water_source,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/donot_feel_safe_accessing_water_source,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/face_discrimination_due_water_disabilty,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/face_discrimination_due_to_their_age,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/face_discrimination_due_gender,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/people_restrict_access_to_water,0,0,refugee,,,select_multiple,Household
Why do they (women) find it more difficult?,women_finds_difficulties_to_collect_water,women_finds_difficulties_to_collect_water/other,0,0,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/from_other_source_within_kebele,0.11,22,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/from_other_source_outside_kebele,0.6,118,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/from_other_source_within_woreda,0.19,38,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/from_other_source_outside_woreda,0.01,2,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/na_waterpoint_is_always_working,0.06,12,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/other,0,0,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/dwta,0.03,6,refugee,,,select_multiple,Household
"When the waterpoint is broken or not functioning, where do you and your household get your water from?",ws_when_waterpoint_broken,ws_when_waterpoint_broken/dk,0,0,refugee,,,select_multiple,Household
In which region does the interview take place?,region,Somali,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
In which region does the interview take place?,region,Somali,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
In which region does the interview take place?,region,Somali,1,200,refugee,hh_situation,host,select_one,Household
In which zone does the interview take place?,zone,ET0506,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
In which zone does the interview take place?,zone,ET0506,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
In which zone does the interview take place?,zone,ET0506,1,200,refugee,hh_situation,host,select_one,Household
In which woreda does the interview take place?,woreda,ET050608,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
In which woreda does the interview take place?,woreda,ET050608,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
In which woreda does the interview take place?,woreda,ET050608,1,200,refugee,hh_situation,host,select_one,Household
Are you the head of the household?,hoh,yes,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Are you the head of the household?,hoh,yes,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Are you the head of the household?,hoh,no,0.1,19,refugee,hh_situation,host,select_one,Household
Are you the head of the household?,hoh,yes,0.9,181,refugee,hh_situation,host,select_one,Household
What is the age of the respondent?,hh_age,hh_age,25,1,refugee,hh_situation,hh_host_idp,integer,Household
What is the age of the respondent?,hh_age,hh_age,28,1,refugee,hh_situation,hh_host_returnee,integer,Household
What is the age of the respondent?,hh_age,hh_age,35.24,181,refugee,hh_situation,host,integer,Household
What is the age of the household head?,hoh_no,hoh_no,39.05,19,refugee,hh_situation,host,integer,Household
What is the gender of the respondent?,hoh_gender,female,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What is the gender of the respondent?,hoh_gender,female,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
What is the gender of the respondent?,hoh_gender,female,0.73,132,refugee,hh_situation,host,select_one,Household
What is the gender of the respondent?,hoh_gender,male,0.27,49,refugee,hh_situation,host,select_one,Household
What is the gender of the household head?,hoh_no_gender,female,0.26,5,refugee,hh_situation,host,select_one,Household
What is the gender of the household head?,hoh_no_gender,male,0.74,14,refugee,hh_situation,host,select_one,Household
What is the marital status of the respondent?,hoh_no_marital_status,married,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What is the marital status of the respondent?,hoh_no_marital_status,married,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
What is the marital status of the respondent?,hoh_no_marital_status,divorced,0.02,4,refugee,hh_situation,host,select_one,Household
What is the marital status of the respondent?,hoh_no_marital_status,married,0.92,167,refugee,hh_situation,host,select_one,Household
What is the marital status of the respondent?,hoh_no_marital_status,separated,0.02,3,refugee,hh_situation,host,select_one,Household
What is the marital status of the respondent?,hoh_no_marital_status,single,0.02,4,refugee,hh_situation,host,select_one,Household
What is the marital status of the respondent?,hoh_no_marital_status,widowed,0.02,3,refugee,hh_situation,host,select_one,Household
What is the marital status of the household head?,hoh_marital_status,married,1,19,refugee,hh_situation,host,select_one,Household
Do you have any formal education?,hh_education,no,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Do you have any formal education?,hh_education,no,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Do you have any formal education?,hh_education,dwta,0.01,1,refugee,hh_situation,host,select_one,Household
Do you have any formal education?,hh_education,no,0.87,158,refugee,hh_situation,host,select_one,Household
Do you have any formal education?,hh_education,yes,0.12,22,refugee,hh_situation,host,select_one,Household
What is your occupation?,hh_occupation,farmer,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What is your occupation?,hh_occupation,govt_worker,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
What is your occupation?,hh_occupation,farmer,0.42,83,refugee,hh_situation,host,select_one,Household
What is your occupation?,hh_occupation,govt_worker,0.01,2,refugee,hh_situation,host,select_one,Household
What is your occupation?,hh_occupation,labourer,0.33,66,refugee,hh_situation,host,select_one,Household
What is your occupation?,hh_occupation,no_occupation,0.23,46,refugee,hh_situation,host,select_one,Household
What is your occupation?,hh_occupation,small_shop,0.01,1,refugee,hh_situation,host,select_one,Household
What is your occupation?,hh_occupation,trader,0.01,1,refugee,hh_situation,host,select_one,Household
How many people reside in this household? (including the respondent),hh_size,hh_size,3,1,refugee,hh_situation,hh_host_idp,integer,Household
How many people reside in this household? (including the respondent),hh_size,hh_size,6,1,refugee,hh_situation,hh_host_returnee,integer,Household
How many people reside in this household? (including the respondent),hh_size,hh_size,4.49,200,refugee,hh_situation,host,integer,Household
What was the main reason you chose your current place of settlement?,current_location_reason,security,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What was the main reason you chose your current place of settlement?,current_location_reason,dwta,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Are any of the female household members current pregnant or lactating?,pregnant_lac_women,no,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Are any of the female household members current pregnant or lactating?,pregnant_lac_women,yes,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Are any of the female household members current pregnant or lactating?,pregnant_lac_women,no,0.65,121,refugee,hh_situation,host,select_one,Household
Are any of the female household members current pregnant or lactating?,pregnant_lac_women,yes,0.35,65,refugee,hh_situation,host,select_one,Household
"If yes, how many pregnant/ lactacting women?",pregnant_lac_women_yes,pregnant_lac_women_yes,1,1,refugee,hh_situation,hh_host_returnee,integer,Household
"If yes, how many pregnant/ lactacting women?",pregnant_lac_women_yes,pregnant_lac_women_yes,0.98,65,refugee,hh_situation,host,integer,Household
"Do any members of your household have difficulty seeing, even if wearing glasses?",difficulty_seeing,no_difficulty,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"Do any members of your household have difficulty seeing, even if wearing glasses?",difficulty_seeing,no_difficulty,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"Do any members of your household have difficulty seeing, even if wearing glasses?",difficulty_seeing,cannot_do_at_all,0,1,refugee,hh_situation,host,select_one,Household
"Do any members of your household have difficulty seeing, even if wearing glasses?",difficulty_seeing,no_difficulty,0.98,197,refugee,hh_situation,host,select_one,Household
"Do any members of your household have difficulty seeing, even if wearing glasses?",difficulty_seeing,some_difficulty,0.01,2,refugee,hh_situation,host,select_one,Household
"Do any members of your houshold have difficulty hearing, even if using a hearing aid(s)?",difficulty_hearing,no_difficulty,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"Do any members of your houshold have difficulty hearing, even if using a hearing aid(s)?",difficulty_hearing,no_difficulty,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"Do any members of your houshold have difficulty hearing, even if using a hearing aid(s)?",difficulty_hearing,a_lot_of_difficulty,0,1,refugee,hh_situation,host,select_one,Household
"Do any members of your houshold have difficulty hearing, even if using a hearing aid(s)?",difficulty_hearing,no_difficulty,0.98,195,refugee,hh_situation,host,select_one,Household
"Do any members of your houshold have difficulty hearing, even if using a hearing aid(s)?",difficulty_hearing,some_difficulty,0.02,4,refugee,hh_situation,host,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,no_difficulty,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,no_difficulty,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,a_lot_of_difficulty,0.01,2,refugee,hh_situation,host,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,no_difficulty,0.98,195,refugee,hh_situation,host,select_one,Household
Do any members of your houshold have difficulty walking or climbing steps?,difficulty_walking,some_difficulty,0.01,3,refugee,hh_situation,host,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,no_difficulty,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,no_difficulty,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,a_lot_of_difficulty,0,1,refugee,hh_situation,host,select_one,Household
Do any members of your houshold have difficulty remembering or concentrating?,difficulty_remembering,no_difficulty,1,199,refugee,hh_situation,host,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,no_difficulty,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,no_difficulty,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,a_lot_of_difficulty,0,1,refugee,hh_situation,host,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,no_difficulty,0.99,198,refugee,hh_situation,host,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,some_difficulty,0,1,refugee,hh_situation,host,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,a_lot_of_difficulty,0,1,refugee,hh_situation,host,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,0.99,198,refugee,hh_situation,host,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,some_difficulty,0,1,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,water_trucking,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,river,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,dk,0.04,8,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,dwta,0.01,1,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_spring,0.01,1,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_well,0.01,1,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,river,0.63,119,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_spring,0.07,13,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_well,0.01,2,refugee,hh_situation,host,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,water_trucking,0.24,45,refugee,hh_situation,host,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,water_trucking,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,river,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,dk,0.01,2,refugee,hh_situation,host,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,protected_spring,0.02,3,refugee,hh_situation,host,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,protected_well,0.01,1,refugee,hh_situation,host,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,river,0.63,120,refugee,hh_situation,host,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,unprotected_spring,0.09,17,refugee,hh_situation,host,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,unprotected_well,0.01,2,refugee,hh_situation,host,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,water_trucking,0.24,45,refugee,hh_situation,host,select_one,Household
Where is your drinking water source located?,water_source_location,outside_the_kebele,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Where is your drinking water source located?,water_source_location,outside_the_kebele,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Where is your drinking water source located?,water_source_location,elsewhere,0.05,10,refugee,hh_situation,host,select_one,Household
Where is your drinking water source located?,water_source_location,in_own_dwelling,0.01,3,refugee,hh_situation,host,select_one,Household
Where is your drinking water source located?,water_source_location,in_own_yard_plot,0.04,9,refugee,hh_situation,host,select_one,Household
Where is your drinking water source located?,water_source_location,outside_the_kebele,0.68,136,refugee,hh_situation,host,select_one,Household
Where is your drinking water source located?,water_source_location,within_kebele,0.21,42,refugee,hh_situation,host,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,above_31minutes,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,above_31minutes,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,above_31minutes,0.28,54,refugee,hh_situation,host,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,below_5minutes,0.02,4,refugee,hh_situation,host,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,between_16_and_30_minutes,0.48,93,refugee,hh_situation,host,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,between_5_and_15_minutes,0.19,36,refugee,hh_situation,host,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,dk,0.03,6,refugee,hh_situation,host,select_one,Household
"How long does it take for members of your household to go to the location of drinking water source , get water (including waiting time), and come back?",water_fetch_time2,above_31minutes,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"How long does it take for members of your household to go to the location of drinking water source , get water (including waiting time), and come back?",water_fetch_time2,above_31minutes,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"How long does it take for members of your household to go to the location of drinking water source , get water (including waiting time), and come back?",water_fetch_time2,above_31minutes,0.37,71,refugee,hh_situation,host,select_one,Household
"How long does it take for members of your household to go to the location of drinking water source , get water (including waiting time), and come back?",water_fetch_time2,below_5minutes,0.01,1,refugee,hh_situation,host,select_one,Household
"How long does it take for members of your household to go to the location of drinking water source , get water (including waiting time), and come back?",water_fetch_time2,between_16_and_30_minutes,0.45,86,refugee,hh_situation,host,select_one,Household
"How long does it take for members of your household to go to the location of drinking water source , get water (including waiting time), and come back?",water_fetch_time2,between_5_and_15_minutes,0.15,28,refugee,hh_situation,host,select_one,Household
"How long does it take for members of your household to go to the location of drinking water source , get water (including waiting time), and come back?",water_fetch_time2,dk,0.04,7,refugee,hh_situation,host,select_one,Household
Who owns this water point?,water_point_owner,community,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Who owns this water point?,water_point_owner,community,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Who owns this water point?,water_point_owner,community,0.95,190,refugee,hh_situation,host,select_one,Household
Who owns this water point?,water_point_owner,dk,0,1,refugee,hh_situation,host,select_one,Household
Who owns this water point?,water_point_owner,dwta,0.01,2,refugee,hh_situation,host,select_one,Household
Who owns this water point?,water_point_owner,formalised_water_provider,0.03,5,refugee,hh_situation,host,select_one,Household
Who owns this water point?,water_point_owner,health_facility,0.01,2,refugee,hh_situation,host,select_one,Household
Is the water source you use for drinking functional?,water_source_functional,no,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Is the water source you use for drinking functional?,water_source_functional,no,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Is the water source you use for drinking functional?,water_source_functional,dk,0,1,refugee,hh_situation,host,select_one,Household
Is the water source you use for drinking functional?,water_source_functional,no,0.25,50,refugee,hh_situation,host,select_one,Household
Is the water source you use for drinking functional?,water_source_functional,partially,0,1,refugee,hh_situation,host,select_one,Household
Is the water source you use for drinking functional?,water_source_functional,unable_to_confirm,0,1,refugee,hh_situation,host,select_one,Household
Is the water source you use for drinking functional?,water_source_functional,yes,0.74,147,refugee,hh_situation,host,select_one,Household
"If no, or partially, why?",ws_unfunctionality_reason,damaged_due_to_normal_usage,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"If no, or partially, why?",ws_unfunctionality_reason,damaged_due_to_normal_usage,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"If no, or partially, why?",ws_unfunctionality_reason,damaged_due_to_normal_usage,0.42,21,refugee,hh_situation,host,select_one,Household
"If no, or partially, why?",ws_unfunctionality_reason,damaged_during_confilict,0.04,2,refugee,hh_situation,host,select_one,Household
"If no, or partially, why?",ws_unfunctionality_reason,damaged_during_flooding,0.44,22,refugee,hh_situation,host,select_one,Household
"If no, or partially, why?",ws_unfunctionality_reason,dk,0.08,4,refugee,hh_situation,host,select_one,Household
"If no, or partially, why?",ws_unfunctionality_reason,dwta,0.02,1,refugee,hh_situation,host,select_one,Household
"If no, or partially, how long has it been non- or partially functional for?",ws_unfunctionality_time,6_monthsor_more,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"If no, or partially, how long has it been non- or partially functional for?",ws_unfunctionality_time,6_monthsor_more,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"If no, or partially, how long has it been non- or partially functional for?",ws_unfunctionality_time,0_to_1month,0.18,9,refugee,hh_situation,host,select_one,Household
"If no, or partially, how long has it been non- or partially functional for?",ws_unfunctionality_time,2_to_3months,0.06,3,refugee,hh_situation,host,select_one,Household
"If no, or partially, how long has it been non- or partially functional for?",ws_unfunctionality_time,4_to_6months,0.25,13,refugee,hh_situation,host,select_one,Household
"If no, or partially, how long has it been non- or partially functional for?",ws_unfunctionality_time,6_monthsor_more,0.51,26,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,ws_physically_damaged,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,not_allowed_to_access_water,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,dk,0.03,6,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,dwta,0.02,3,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,none_hh_access_water,0.15,29,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,not_allowed_to_access_water,0.01,1,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,water_at_the_source_isnot_clean,0.44,85,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,water_not_accessible_due_to_discrimination_based_on_economic,0.01,1,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,water_not_accessible_due_to_discrimination_based_on_idp,0.01,1,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,water_not_accessible_due_to_long_distance,0.06,12,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,water_not_accessible_due_to_long_waiting_times,0.1,19,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,water_not_accessible_due_to_violence,0.01,1,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,ws_not_producing_water,0.03,5,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,ws_physically_damaged,0.13,26,refugee,hh_situation,host,select_one,Household
"If any, in the past 3 months, what is the most frequent challenge you and/or members of your HH faced to access water?",water_access_challenge,ws_under_maintenance,0.03,6,refugee,hh_situation,host,select_one,Household
Is the availability of water and amount of water your household is able to access different during different seasons of the year?,access_water_different_in_seasons,no,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Is the availability of water and amount of water your household is able to access different during different seasons of the year?,access_water_different_in_seasons,yes,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Is the availability of water and amount of water your household is able to access different during different seasons of the year?,access_water_different_in_seasons,dk,0.01,2,refugee,hh_situation,host,select_one,Household
Is the availability of water and amount of water your household is able to access different during different seasons of the year?,access_water_different_in_seasons,no,0.35,69,refugee,hh_situation,host,select_one,Household
Is the availability of water and amount of water your household is able to access different during different seasons of the year?,access_water_different_in_seasons,yes,0.64,129,refugee,hh_situation,host,select_one,Household
Is there a quota limitation to access water?,quota_to_access_water,no,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Is there a quota limitation to access water?,quota_to_access_water,no,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Is there a quota limitation to access water?,quota_to_access_water,dk,0.01,3,refugee,hh_situation,host,select_one,Household
Is there a quota limitation to access water?,quota_to_access_water,no,0.96,191,refugee,hh_situation,host,select_one,Household
Is there a quota limitation to access water?,quota_to_access_water,yes,0.03,6,refugee,hh_situation,host,select_one,Household
