Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/treated_poorly,0,0,refugee,hh_situation,host,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/treated_poorly,0,0,refugee,hh_situation,idp,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/no_female_doctor,0,0,refugee,hh_situation,host,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/no_female_doctor,0,0,refugee,hh_situation,idp,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/no_issurance,0,0,refugee,hh_situation,host,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/no_issurance,0,0,refugee,hh_situation,idp,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/refused_service_by_healthcare,0,0,refugee,hh_situation,host,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/refused_service_by_healthcare,0,0,refugee,hh_situation,idp,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/other,0,0,refugee,hh_situation,host,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",pharmacy_located_out_of_kebele,pharmacy_located_out_of_kebele/other,0,0,refugee,hh_situation,idp,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/damaged_during_confilict,1,1,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/damaged_during_flooding,0,0,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/damaged_dueto_normal_usage,0,0,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/lack_of_staff_at_facility,0,0,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/lack_of_medicines_at_facility,1,1,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/lack_of_adequate_services,1,1,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/other,0,0,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/dwta,0,0,refugee,hh_situation,host,select_multiple,Household
"If partial or not functionality, why?",pharmacy_non_functionality_reason,pharmacy_non_functionality_reason/dk,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/emergency_services,0.33,1,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/emergency_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/pediatric_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/pediatric_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/in_patient_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/in_patient_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/out_patient_services,0.33,1,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/out_patient_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/nutrition_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/nutrition_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/vaccination_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/vaccination_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/maternal_health_services,0.33,1,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/maternal_health_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/surgery,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/surgery,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/pharmacy,1,3,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/pharmacy,1,1,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/tb_treatment,0.33,1,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/tb_treatment,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/psychosocial_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/psychosocial_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/psychiatriatic_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/psychiatriatic_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/physical_disability_services_and_physiotherapy,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/physical_disability_services_and_physiotherapy,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/ncd,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/ncd,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/reproductive_health_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/reproductive_health_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/hiv,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/hiv,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/sgbv_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/sgbv_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/referral_services,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/referral_services,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/other,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/other,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/dwta,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/dwta,0,0,refugee,hh_situation,idp,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/dk,0,0,refugee,hh_situation,host,select_multiple,Household
Which health services are available at this facility?,pharmacy_services,pharmacy_services/dk,0,0,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/hew,0.68,401,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/hew,0.78,74,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/hew,1,1,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/hew,0.8,4,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/water_board,0,0,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/water_board,0,0,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/water_board,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/water_board,0,0,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/local_govt,0.25,146,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/local_govt,0.17,16,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/local_govt,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/local_govt,0.4,2,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/community_leader,0.01,7,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/community_leader,0.01,1,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/community_leader,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/community_leader,0.2,1,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_community_member,0.06,38,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_community_member,0.07,7,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_community_member,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_community_member,0,0,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/ngo,0.01,5,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/ngo,0,0,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/ngo,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/ngo,0,0,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other,0.01,6,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other,0,0,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other,0,0,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/no_information,0.01,4,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/no_information,0.02,2,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/no_information,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/no_information,0,0,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_health_professional,0.36,209,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_health_professional,0.36,34,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_health_professional,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/other_health_professional,0.2,1,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/wash_committee,0,0,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/wash_committee,0.01,1,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/wash_committee,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/wash_committee,0,0,refugee,hh_situation,returnee,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/none,0.01,4,refugee,hh_situation,host,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/none,0.01,1,refugee,hh_situation,idp,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/none,0,0,refugee,hh_situation,none,select_multiple,Household
How would you like to receive information about healthcare in your locality in the future?,receive_healthcare_information,receive_healthcare_information/none,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/hew,0.1,56,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/hew,0.13,12,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/hew,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/hew,0.2,1,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/water_board,0,0,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/water_board,0,0,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/water_board,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/water_board,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/local_govt,0.11,65,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/local_govt,0.06,6,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/local_govt,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/local_govt,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/community_leader,0.01,4,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/community_leader,0,0,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/community_leader,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/community_leader,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_community_member,0.18,106,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_community_member,0.22,21,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_community_member,1,1,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_community_member,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/ngo,0,0,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/ngo,0,0,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/ngo,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/ngo,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other,0,0,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other,0,0,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/no_information,0.33,191,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/no_information,0.36,34,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/no_information,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/no_information,0.8,4,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_health_professional,0.02,9,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_health_professional,0.01,1,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_health_professional,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/other_health_professional,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/wash_committee,0.24,141,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/wash_committee,0.18,17,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/wash_committee,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/wash_committee,0,0,refugee,hh_situation,returnee,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/none,0.08,44,refugee,hh_situation,host,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/none,0.07,7,refugee,hh_situation,idp,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/none,0,0,refugee,hh_situation,none,select_multiple,Household
How do you receive information about water services in your locality?,receive_information_about_water_services,receive_information_about_water_services/none,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/there_is_no_info,0,0,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/there_is_no_info,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/there_is_no_info,0,0,refugee,hh_situation,none,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/there_is_no_info,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_advertised_were_not_actually_there,0.01,4,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_advertised_were_not_actually_there,0.02,1,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_advertised_were_not_actually_there,0,0,refugee,hh_situation,none,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_advertised_were_not_actually_there,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_not_advertised_were_actually_there,0.02,7,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_not_advertised_were_actually_there,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_not_advertised_were_actually_there,0,0,refugee,hh_situation,none,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/services_not_advertised_were_actually_there,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/lack_of_detailed_information,0.16,48,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/lack_of_detailed_information,0.13,7,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/lack_of_detailed_information,0,0,refugee,hh_situation,none,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/lack_of_detailed_information,0.25,1,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/not_clear_who_services_for,0.05,14,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/not_clear_who_services_for,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/not_clear_who_services_for,1,1,refugee,hh_situation,none,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/not_clear_who_services_for,0.25,1,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/other,0,0,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/other,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/other,0,0,refugee,hh_situation,none,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/other,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/no_information,0.76,231,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/no_information,0.85,46,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/no_information,0,0,refugee,hh_situation,none,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte,received_information_no_accurte/no_information,0.5,2,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/there_is_no_info,0,0,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/there_is_no_info,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/there_is_no_info,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/services_advertised_were_not_actually_there,0.03,8,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/services_advertised_were_not_actually_there,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/services_advertised_were_not_actually_there,0.25,1,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/services_not_advertised_were_actually_there,0.06,19,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/services_not_advertised_were_actually_there,0.02,1,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/services_not_advertised_were_actually_there,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/lack_of_detailed_information,0.15,46,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/lack_of_detailed_information,0.14,7,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/lack_of_detailed_information,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/not_clear_who_services_for,0.05,15,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/not_clear_who_services_for,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/not_clear_who_services_for,0.25,1,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/other,0,1,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/other,0,0,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/other,0,0,refugee,hh_situation,returnee,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/no_information,0.71,211,refugee,hh_situation,host,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/no_information,0.84,41,refugee,hh_situation,idp,select_multiple,Household
"If no, or only somewhat, why?",received_information_no_accurte2,received_information_no_accurte2/no_information,0.5,2,refugee,hh_situation,returnee,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/risk_to_safety_when_travelling_to_health_service,0.42,11,refugee,hh_situation,host,select_multiple,Household
